基金代碼,特徵1_國內外,特徵2_產業別,特徵3_高收益債,特徵4_高風險,特徵5_熱門基金,特徵6_基金型態別,特徵7_高報酬
CI2,國內,,,,,a.股票型,
CI8,國內,能源,,高風險,,a.股票型,
CJ0,國內,現金/其他,,,,e.組合型,
CJ1,國內,,,,,a.股票型,今年來報酬率大於10%
CJ2,國內,,,,,a.股票型,
CJ3,國內,,,,,d.平衡型,
CJ4,國內,,,高風險,,a.股票型,今年來報酬率大於10%
CJ5,國內,,,高風險,,a.股票型,今年來報酬率大於10%
CJ8,國內,食品飲料與煙草,,,,a.股票型,今年來報酬率大於10%
CJ9,國內,醫療保健,,,,a.股票型,
CK0,國內,亞洲區海外債券基金,,,,e.組合型,
CK2,國內,工業,,,,a.股票型,
CK3,國內,REITS-辦公資產,,,,a.股票型,
CK6,國內,,,高風險,,a.股票型,
CS1,國內,,,,,a.股票型,今年來報酬率大於10%
CS5,國內,人民幣金融債券,高收益債,,,b.債券型,
CS6,國內,人民幣金融債券,高收益債,,,b.債券型,
CT0,國內,其他,,,,a.股票型,
CT3,國內,,,高風險,,a.股票型,今年來報酬率大於10%
CT4,國內,,,,,a.股票型,
CT8,國內,,,,,c.貨幣型,
CY1,國內,,,,,a.股票型,今年來報酬率大於10%
CY2,國內,,,,,a.股票型,
CY3,國內,,,高風險,,a.股票型,
CY4,國內,,,高風險,,a.股票型,
CY7,國內,,,,,d.平衡型,
CY8,國內,,,高風險,,a.股票型,
CZ0,國內,現金,,,,e.組合型,
CZ1,國內,,,,,a.股票型,
CZ2,國內,現金,,,,e.組合型,
CZ3,國內,,,,,a.股票型,今年來報酬率大於10%
CZ4,國內,公司債(有擔保),,,,d.平衡型,
CZ5,國內,科技,,高風險,,a.股票型,
CZ6,國內,銀行存款,,,,c.貨幣型,
CZ7,國內,,,高風險,,a.股票型,
CZ8,國內,,,高風險,,a.股票型,
CZ9,國內,,,高風險,,a.股票型,
D01,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
D02,國外,非必需消費,,,,a.股票型,今年來報酬率大於10%
D03,國外,證券化,,,,b.債券型,
D04,國外,健康護理,,,,a.股票型,
D05,國外,生命科學工具及服務,,,,a.股票型,
D10,國外,銅,,,,a.股票型,
D13,國外,工業,,,,a.股票型,今年來報酬率大於10%
D16,國外,證券化,,,,b.債券型,
DA1,國內,,,,,a.股票型,
DA2,國內,,,高風險,,a.股票型,
DA4,國內,,,,,c.貨幣型,
DA6,國內,,,高風險,,a.股票型,
DA7,國內,,,,,d.平衡型,
DW1,國內,化妝品及個人保健,,,,a.股票型,
DW4,國內,汽車及零件設備,,高風險,,a.股票型,
DW7,國內,亞洲高收益債,高收益債,,,e.組合型,
DW8,國內,亞洲高收益債,高收益債,,,e.組合型,
E21,國外,公司債-金融機構,高收益債,,,b.債券型,
E23,國外,公司債-金融機構,高收益債,,,b.債券型,
E24,國外,公司債-金融機購,,,,b.債券型,
E25,國外,公司債-金融機購,,,,b.債券型,
E26,國外,公司債-金融機購,,,,b.債券型,
E27,國外,公司債-金融機構,高收益債,,,b.債券型,
E29,國外,公司債-公用事業,高收益債,,,b.債券型,
E30,國外,公司債-公用事業,高收益債,,,b.債券型,
E51,國外,原物料,,高風險,,a.股票型,
E52,國外,原物料,,高風險,,a.股票型,
E53,國外,原物料,,高風險,,a.股票型,
E59,國外,非消費必需品,,,,a.股票型,
E60,國外,非消費必需品,,,,a.股票型,
E65,國外,資訊,,,,a.股票型,
E66,國外,資訊,,,,a.股票型,
E67,國外,資訊,,,,a.股票型,
E72,國外,非消費必需品,,高風險,,a.股票型,今年來報酬率大於10%
E74,國外,原物料,,高風險,,a.股票型,
E79,國外,公債,,,,b.債券型,
EM3,國內,現金,,,,a.股票型,
EN2,國內,,,,,a.股票型,今年來報酬率大於10%
EN8,國內,,,,,c.貨幣型,
EN9,國內,,,,,c.貨幣型,
EO0,國內,現金,,,,a.股票型,
F01,國外,消費品,,,,a.股票型,
F02,國外,金融,,,,a.股票型,今年來報酬率大於10%
F03,國外,消費服務,,,,a.股票型,今年來報酬率大於10%
F04,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F05,國外,房地產,,高風險,,a.股票型,今年來報酬率大於10%
F06,國外,健康護理,,,,a.股票型,
F07,國外,機械,,,,a.股票型,
F08,國外,健康護理,,,,a.股票型,
F09,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F0B,國外,其他,高收益債,,,b.債券型,
F0C,國外,銀行與證券,高收益債,,,b.債券型,
F0F,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
F0G,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
F0H,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F0I,國外,非循環性消費,高收益債,,,b.債券型,
F0J,國外,其他,高收益債,,,b.債券型,
F0K,國外,銀行與證券,高收益債,,,b.債券型,
F0L,國外,,高收益債,,,b.債券型,
F0M,國外,其他,高收益債,,,b.債券型,
F0N,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
F0O,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F0P,國外,健康護理,,,,a.股票型,
F0Q,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F0R,國外,健康護理,,,,a.股票型,
F0S,國外,健康護理,,,,a.股票型,
F0T,國外,其他,,,,a.股票型,
F0U,國外,非循環性消費,高收益債,,,b.債券型,
F0V,國外,健康護理,,,,a.股票型,
F0W,國外,消費品,,,,a.股票型,
F0X,國外,金融,,,,a.股票型,今年來報酬率大於10%
F0Y,國外,零售貿易,,,,a.股票型,今年來報酬率大於10%
F0Z,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
F10,國外,消費品,,,,a.股票型,今年來報酬率大於10%
F11,國外,,,,,a.股票型,今年來報酬率大於10%
F13,國外,消費服務,,,,a.股票型,今年來報酬率大於10%
F15,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F16,國外,非循環性消費,,,,b.債券型,
F17,國外,通訊,,,,b.債券型,
F18,國外,非循環性消費,,,,b.債券型,
F19,國外,,,,,b.債券型,
F1A,國外,房地產,,高風險,,a.股票型,今年來報酬率大於10%
F1B,國外,銀行與證券,高收益債,,,b.債券型,
F1C,國外,工業,,,,d.平衡型,
F1D,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F1E,國外,健康護理,,,,a.股票型,
F1F,國外,健康護理,,,,a.股票型,
F1G,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F1H,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F1I,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F1J,國外,機械,,,,a.股票型,
F1K,國外,消費服務,,,,a.股票型,今年來報酬率大於10%
F1M,國外,其他,,,,a.股票型,今年來報酬率大於10%
F1N,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F1O,國外,其他,,,,a.股票型,今年來報酬率大於10%
F21,國外,非核心消費,,,,a.股票型,
F22,國外,零售貿易,,,,a.股票型,今年來報酬率大於10%
F23,國外,金融,,,,a.股票型,
F24,國外,資訊科技,,高風險,,a.股票型,今年來報酬率大於10%
F25,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
F26,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
F32,國外,定存,,,,c.貨幣型,
F34,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F35,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F36,國外,工業,,,,d.平衡型,
F37,國外,金融,,,,a.股票型,今年來報酬率大於10%
F38,國外,核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F42,國外,金融,,,,a.股票型,今年來報酬率大於10%
F46,國外,核心消費,,,,a.股票型,
F47,國外,金融,,,,a.股票型,
F48,國外,定存,,,,c.貨幣型,
F49,國外,定存,,,,c.貨幣型,
F50,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
F51,國外,非核心消費,,,,a.股票型,今年來報酬率大於10%
F52,國外,其他,,,,a.股票型,今年來報酬率大於10%
F53,國外,資訊科技,,,,a.股票型,
F54,國外,其他,高收益債,,,b.債券型,
F56,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
F57,國外,其他,,,,a.股票型,
F58,國外,其他,,,,a.股票型,
F59,國外,原物料,,,,a.股票型,
F60,國外,非循環性消費,,,,b.債券型,
F61,國外,通訊,,,,b.債券型,
F62,國外,其他,高收益債,,,b.債券型,
F63,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
F64,國外,非循環性消費,高收益債,,,b.債券型,
F65,國外,非循環性消費,高收益債,,,b.債券型,
F69,國外,健康護理,,,,a.股票型,
F70,國外,資訊科技,,高風險,,a.股票型,今年來報酬率大於10%
F71,國外,其他產業,,,,a.股票型,今年來報酬率大於10%
F72,國外,核心消費,,,,a.股票型,
F73,國外,工業,,,,a.股票型,今年來報酬率大於10%
F74,國外,未分類,,,,d.平衡型,
F75,國外,,高收益債,,,b.債券型,
F76,國外,,高收益債,,,b.債券型,
F77,國外,零售,,,,a.股票型,
F78,國外,零售,,,,a.股票型,
F79,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F80,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F81,國外,銀行與證券,高收益債,,,b.債券型,
F82,國外,銀行與證券,高收益債,,,b.債券型,
F83,國外,銀行與證券,高收益債,,,b.債券型,
F84,國外,,高收益債,,,b.債券型,
F85,國外,,高收益債,,,b.債券型,
F86,國外,非循環性消費,高收益債,,,b.債券型,
F87,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F88,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F89,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
F90,國外,原物料,,高風險,,a.股票型,
F92,國外,原物料,,高風險,,a.股票型,
F93,國外,非核心消費,,,,a.股票型,今年來報酬率大於10%
F95,國外,非核心消費,,,,a.股票型,
F96,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F97,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F98,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
F99,國外,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
FA2,國內,,,,,c.貨幣型,
FA5,國內,石油與天然氣探勘與生產,,,,a.股票型,
FA6,國內,農產品,,,,a.股票型,
FA7,國內,工業,高收益債,,,b.債券型,
FA8,國內,工業,高收益債,,,b.債券型,
FD5,國內,銀行與證券,高收益債,,,b.債券型,
FD6,國內,銀行與證券,高收益債,,,b.債券型,
FE0,國內,銀行與證券,高收益債,,,b.債券型,
FE1,國內,銀行與證券,高收益債,,,b.債券型,
FF0,國內,銀行與證券,高收益債,,,b.債券型,
FF1,國內,銀行與證券,高收益債,,,b.債券型,
FH1,國內,,高收益債,,,d.平衡型,
FH2,國內,,高收益債,,,d.平衡型,
FK0,國內,旅遊消費,,高風險,,a.股票型,
FK1,國內,,,,,a.股票型,
FK2,國內,美元約當現金,,,,e.組合型,
FK3,國內,約當現金,,,,e.組合型,
FK4,國內,生技醫療,,,,a.股票型,
FK5,國內,美元約當現金,,,,e.組合型,
FK6,國內,原物料,,,,e.組合型,
FK8,國內,美元約當現金,高收益債,,,e.組合型,
FK9,國內,美元約當現金,高收益債,,,e.組合型,
FKA,國內,約當現金及其他,高收益債,,,b.債券型,
FL0,國內,約當現金,,高風險,,a.股票型,
FL1,國內,,,高風險,,a.股票型,今年來報酬率大於10%
FL2,國內,,,高風險,,a.股票型,
FL3,國內,約當現金及其他,高收益債,,,b.債券型,
FL4,國內,約當現金及其他,高收益債,,,b.債券型,
FL5,國內,金融銀行,,,,b.債券型,
FL6,國內,金融銀行,,,,b.債券型,
FL7,國內,軍工,,高風險,,a.股票型,
FL8,國內,,,,,c.貨幣型,
FL9,國內,能源,高收益債,,,d.平衡型,
FM0,國內,能源,高收益債,,,d.平衡型,
FN0,國內,約當現金及其他,高收益債,,,b.債券型,
GH3,國內,,,高風險,,a.股票型,今年來報酬率大於10%
GH5,國內,,,高風險,,a.股票型,今年來報酬率大於10%
GH6,國內,,,高風險,,a.股票型,今年來報酬率大於10%
GH8,國內,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
GI2,國內,,,,,c.貨幣型,
GI3,國內,,,,,c.貨幣型,
GI4,國內,,,,,a.股票型,
GJ2,國內,現金,,,,a.股票型,
GJ3,國內,,,,,a.股票型,今年來報酬率大於10%
GJ4,國內,通訊/媒體,高收益債,,,b.債券型,
GJ5,國內,通訊/媒體,高收益債,,,b.債券型,
GJ8,國內,非核心消費,,高風險,熱銷基金,a.股票型,
GK0,國內,政府,,,,d.平衡型,
GK1,國內,政府,,,,d.平衡型,
GK2,國內,非循環性消費,高收益債,,,b.債券型,
GK3,國內,非循環性消費,高收益債,,,b.債券型,
GK4,國內,現金,,,,a.股票型,今年來報酬率大於10%
GK5,國內,現金,,,,a.股票型,
GO8,國內,,,,,c.貨幣型,
GP6,國內,能源,高收益債,,,b.債券型,
GP8,國內,環球新興市場企業債券型,高收益債,,,e.組合型,
GP9,國內,環球高收益債券型,高收益債,,,e.組合型,
GPA,國內,強勢貨幣新興市場債,高收益債,,,b.債券型,
GQ0,國內,環球高收益債券型,高收益債,,,e.組合型,
GQ1,國內,全球高收益債券,高收益債,高風險,,d.平衡型,
GQ2,國內,全球高收益債券,高收益債,高風險,,d.平衡型,
GQ3,國內,強勢貨幣新興市場債,高收益債,,,b.債券型,
GQ4,國內,強勢貨幣新興市場債,高收益債,,,b.債券型,
GQ5,國內,原物料,高收益債,,,d.平衡型,
GQ6,國內,原物料,高收益債,,,d.平衡型,
H01,國內,活期存款,,,,c.貨幣型,
H02,國內,,,,,a.股票型,今年來報酬率大於10%
H03,國內,,,,,a.股票型,今年來報酬率大於10%
H04,國內,,,,,d.平衡型,
H05,國內,,,高風險,,a.股票型,今年來報酬率大於10%
H06,國內,,,,,d.平衡型,
H07,國內,,,高風險,,a.股票型,今年來報酬率大於10%
H08,國內,活期存款,,,,c.貨幣型,
H10,國內,金融,,,,b.債券型,
H11,國內,,,,,d.平衡型,
H12,國內,選擇性消費,,,,d.平衡型,
H13,國內,,,,,d.平衡型,
H14,國內,現金/RP,高收益債,,,e.組合型,
H15,國內,,,,,a.股票型,今年來報酬率大於10%
H16,國內,工業,,,,d.平衡型,
H17,國內,高收益債券基金,高收益債,,,e.組合型,
H18,國內,流動資金,,高風險,,a.股票型,今年來報酬率大於10%
H19,國內,其他,,,,a.股票型,
H20,國內,其他,,,,a.股票型,
H21,國內,現金/RP,高收益債,,,e.組合型,
H22,國內,工業,,,,a.股票型,
H23,國內,原材料,,高風險,,a.股票型,
H24,國內,流動資產,,,,b.債券型,
H25,國內,流動資產,高收益債,,,e.組合型,
H26,國內,流動資金,,,,a.股票型,
H28,國內,非核心消費,,高風險,,a.股票型,
H29,國內,地產,,,,b.債券型,
H30,國內,其他,高收益債,,,b.債券型,
H31,國內,其他,高收益債,,,b.債券型,
H32,國內,房地產,,高風險,,a.股票型,
H33,國內,資訊技術,,,,a.股票型,
H34,國內,金融,,,,a.股票型,
H35,國內,政府,高收益債,,,b.債券型,
H36,國內,現金/RP,高收益債,,,e.組合型,
H37,國內,其他,,,,a.股票型,今年來報酬率大於10%
HS0,國外,能源,,高風險,,a.股票型,
HS1,國外,資訊科技,,高風險,,a.股票型,今年來報酬率大於10%
HS2,國外,,,,,a.股票型,
HS4,國外,物料,,,,a.股票型,今年來報酬率大於10%
HS8,國外,0-2年,,,,b.債券型,
IN1,國外,資訊科技,,,,a.股票型,
IN2,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
IN3,國外,石油及天然氣設備及服務,,,,a.股票型,
IN4,國外,非必需性消費品,,,,a.股票型,今年來報酬率大於10%
IN7,國外,高收益公司債,,,,b.債券型,
IO0,國外,,,,,b.債券型,
IO1,國外,現金,,,,c.貨幣型,
IO6,國外,鉑金,,高風險,,a.股票型,
IO7,國外,非必需性消費品,,,,a.股票型,今年來報酬率大於10%
IO8,國外,現金及期貨,,,,d.平衡型,
IP0,國外,現金,,,,c.貨幣型,
IP4,國外,,,,,b.債券型,
IP6,國外,高收益公司債,,,,b.債券型,
IP9,國外,現金及期貨,,,,d.平衡型,
IQ0,國外,資訊科技,,,,a.股票型,
IQ1,國外,非必需性消費品,,,,a.股票型,今年來報酬率大於10%
IQ3,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
IQ4,國外,石油及天然氣設備及服務,,,,a.股票型,
IQ6,國外,消費者服務,,,,a.股票型,
IQ7,國外,鉑金,,高風險,,a.股票型,
IQ8,國外,非必需性消費品,,,,a.股票型,今年來報酬率大於10%
IQ9,國外,非必需性消費品,,高風險,,a.股票型,今年來報酬率大於10%
IR0,國外,國庫券,,,,c.貨幣型,
IR1,國外,非必需性消費品,,高風險,,a.股票型,今年來報酬率大於10%
IR2,國外,國庫券,,,,c.貨幣型,
IR5,國外,現金,,,,b.債券型,
IR6,國外,現金,,,,b.債券型,
IR7,國外,整合石油及天然氣,,,,a.股票型,
IR8,國外,整合石油及天然氣,,,,a.股票型,
IS0,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IT0,國內,,,,,a.股票型,今年來報酬率大於10%
IT6,國內,,,高風險,,a.股票型,
IT7,國內,,,高風險,,a.股票型,今年來報酬率大於10%
IU1,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IU4,國外,投資級公司債,高收益債,,,b.債券型,
IU5,國外,投資級公司債,高收益債,,,b.債券型,
IU6,國外,,,,,b.債券型,
IU8,國外,,,,,b.債券型,
IU9,國外,,,,,b.債券型,
IV0,國外,投資級公司債,高收益債,,,b.債券型,
IV2,國外,投資級公司債,高收益債,,,b.債券型,
IV3,國外,投資級公司債,高收益債,,,b.債券型,
IV4,國外,現金及期貨,,,,d.平衡型,
IV5,國外,現金及期貨,,,,d.平衡型,
IV6,國外,現金及期貨,,,,d.平衡型,
IV7,國外,現金及期貨,,,,d.平衡型,
IV8,國外,現金及期貨,,,,d.平衡型,
IV9,國外,現金及期貨,,,,d.平衡型,
IW0,國外,石油及天然氣,高收益債,,,b.債券型,
IW1,國外,石油及天然氣,高收益債,,,b.債券型,
IW2,國外,石油及天然氣,高收益債,,,b.債券型,
IW3,國外,石油及天然氣,高收益債,,,b.債券型,
IW4,國外,石油及天然氣,高收益債,,,b.債券型,
IW5,國外,石油及天然氣,高收益債,,,b.債券型,
IW6,國外,石油及天然氣,高收益債,,,b.債券型,
IW7,國外,石油及天然氣,高收益債,,,b.債券型,
IW8,國外,工業,,,,a.股票型,今年來報酬率大於10%
IX1,國外,工業,,,,a.股票型,今年來報酬率大於10%
IX2,國外,工業,,,,a.股票型,今年來報酬率大於10%
IX3,國外,工業,,,,a.股票型,今年來報酬率大於10%
IX4,國外,工業,,,,a.股票型,今年來報酬率大於10%
IX5,國外,工業,,,,a.股票型,今年來報酬率大於10%
IX6,國外,資訊科技,,,,a.股票型,
IX7,國外,資訊科技,,,,a.股票型,
IY1,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IY2,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IY3,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IY5,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IY6,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IY7,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IY8,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
IY9,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
IZ2,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
IZ4,國外,資訊科技,,,,a.股票型,
IZ6,國外,非必需性消費品,,,,a.股票型,今年來報酬率大於10%
IZ7,國外,非必需性消費品,,,,a.股票型,今年來報酬率大於10%
J00,國外,,,,,d.平衡型,
J01,國外,服務,,,,a.股票型,今年來報酬率大於10%
J07,國外,電訊服務,,高風險,,a.股票型,今年來報酬率大於10%
J08,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J0A,國外,歐洲股票,高收益債,,,d.平衡型,
J0C,國外,非循環性消費,高收益債,,,b.債券型,
J0D,國外,歐洲股票,高收益債,,,d.平衡型,
J0E,國外,流動資金,高收益債,,,b.債券型,
J0F,國外,流動資金,高收益債,,,b.債券型,
J0G,國外,流動資金,高收益債,,,b.債券型,
J0H,國外,流動資金,高收益債,,,b.債券型,
J0J,國外,消費品,,,,a.股票型,今年來報酬率大於10%
J0K,國外,銀行,,,,a.股票型,
J0L,國外,銀行,,,,a.股票型,
J0M,國外,金融,,,,a.股票型,今年來報酬率大於10%
J0O,國外,消費品,,,,a.股票型,今年來報酬率大於10%
J0P,國外,,,,,d.平衡型,
J0Q,國外,消費品,,,,a.股票型,
J0R,國外,消費品,,,,a.股票型,
J0S,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
J0T,國外,醫療服務,,,,a.股票型,今年來報酬率大於10%
J0V,國外,,高收益債,,,b.債券型,
J0W,國外,,,,,b.債券型,
J0Y,國外,消費品,,,,a.股票型,今年來報酬率大於10%
J0Z,國外,服務,,,熱銷基金,a.股票型,今年來報酬率大於10%
J10,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J11,國外,不動產,,高風險,,a.股票型,今年來報酬率大於10%
J12,國外,民生用品,,高風險,,a.股票型,今年來報酬率大於10%
J13,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
J14,國外,,,高風險,,a.股票型,今年來報酬率大於10%
J15,國外,,,,,d.平衡型,
J17,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J1A,國外,其他,,,,a.股票型,
J1B,國外,其他,,,,a.股票型,
J1C,國外,其他,,,,a.股票型,
J1E,國外,貨幣,高收益債,,,d.平衡型,
J1F,國外,貨幣,高收益債,,,d.平衡型,
J1G,國外,金融,,,,a.股票型,今年來報酬率大於10%
J1H,國外,消費品,,,,a.股票型,
J1I,國外,消費品,,,,a.股票型,
J1J,國外,金融,,,,a.股票型,
J1K,國外,定期存款,,,,c.貨幣型,
J1L,國外,耐久財,,,,a.股票型,
J1N,國外,網路,,,,a.股票型,今年來報酬率大於10%
J1O,國外,健康護理,,,,a.股票型,
J1P,國外,原物料,,高風險,,a.股票型,
J1Q,國外,金融,,,,a.股票型,今年來報酬率大於10%
J1R,國外,民生用品,,高風險,,a.股票型,今年來報酬率大於10%
J1U,國外,貨幣,高收益債,,,d.平衡型,
J21,國外,消費品,,高風險,熱銷基金,a.股票型,今年來報酬率大於10%
J23,國外,其他,,,,a.股票型,今年來報酬率大於10%
J47,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J60,國外,金融服務,,,,a.股票型,今年來報酬率大於10%
J61,國外,工業,,高風險,,a.股票型,今年來報酬率大於10%
J62,國外,基本金屬,,,,a.股票型,
J63,國外,企業債,,,,b.債券型,
J64,國外,健康護理,,,,a.股票型,
J66,國外,其他,,,,a.股票型,今年來報酬率大於10%
J67,國外,消費品,,高風險,,a.股票型,
J68,國外,,高收益債,,,b.債券型,
J73,國外,非循環性消費,高收益債,,,b.債券型,
J76,國外,,高收益債,,,b.債券型,
J77,國外,非循環性消費,高收益債,,,b.債券型,
J78,國外,非循環性消費,高收益債,,,b.債券型,
J79,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J80,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J81,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J82,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J83,國外,消費品,,高風險,,a.股票型,今年來報酬率大於10%
J84,國外,金融,,高風險,,a.股票型,
J85,國外,,,,,b.債券型,
J86,國外,,,,,b.債券型,
J87,國外,基本金屬,,,,a.股票型,
J88,國外,,高收益債,,,b.債券型,
J89,國外,,高收益債,,,b.債券型,
J90,國外,企業債,,,,b.債券型,
J91,國外,資訊科技,,高風險,,a.股票型,今年來報酬率大於10%
J92,國外,電子,,,,b.債券型,
J93,國外,電子,,,,b.債券型,
J94,國外,企業債,,,,b.債券型,
J95,國外,房貸,,,,b.債券型,
J97,國外,歐洲股票,高收益債,,,d.平衡型,
J98,國外,歐洲股票,高收益債,,,d.平衡型,
J99,國外,歐洲股票,高收益債,,熱銷基金,d.平衡型,
JA1,國外,現金/與現金相等值,,,,a.股票型,
JA3,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
JA7,國外,醫療保健設備,,,,a.股票型,今年來報酬率大於10%
JA8,國外,醫療保健設備,,,,a.股票型,今年來報酬率大於10%
JA9,國外,美國工業,,,,d.平衡型,
JB1,國外,政府/機構,,,,b.債券型,
JB4,國外,商用不動產抵押貸款證券（CMBS）,高收益債,,,b.債券型,
JB5,國外,商用不動產抵押貸款證券（CMBS）,高收益債,,,b.債券型,
JC5,國外,醫療保健,,,,a.股票型,
JC6,國外,醫療保健,,,,a.股票型,
JC7,國外,其他,,,,a.股票型,今年來報酬率大於10%
JC8,國外,其他,,,,a.股票型,今年來報酬率大於10%
JC9,國外,工業,,,,a.股票型,
JD0,國外,工業,,,,a.股票型,
JD7,國外,醫療保健設備,,,,a.股票型,今年來報酬率大於10%
JD9,國外,美國工業,,,,a.股票型,
JE4,國外,商用不動產抵押貸款證券（CMBS）,高收益債,,,b.債券型,
JF1,國內,,,,,a.股票型,
JF2,國內,銀行,,,,a.股票型,
JF3,國內,,,高風險,,a.股票型,今年來報酬率大於10%
JF4,國內,網路軟體及服務,,高風險,,a.股票型,今年來報酬率大於10%
JF5,國內,半導體業,,高風險,,a.股票型,今年來報酬率大於10%
JF6,國內,電子零件及工具,,高風險,,a.股票型,今年來報酬率大於10%
JF7,國內,消費品,,,,a.股票型,
JF8,國內,,,高風險,,a.股票型,
JG0,國外,美國工業,,,,d.平衡型,
JJ0,國內,服務,,,,a.股票型,
JJ2,國內,,,,,d.平衡型,
JJ3,國內,,,,,c.貨幣型,
JJ6,國內,商業銀行,,,,d.平衡型,
JJ8,國內,消費品,,,,a.股票型,
JJ9,國內,商業銀行,,,,d.平衡型,
JS1,國外,消費品,,,,a.股票型,
K01,國內,,,,,c.貨幣型,
K04,國內,資本財,,高風險,,a.股票型,
K06,國內,能源,,高風險,,a.股票型,
K09,國內,,,高風險,,a.股票型,今年來報酬率大於10%
K11,國內,,,,,c.貨幣型,
K18,國內,,,,,a.股票型,
K19,國內,,,,,a.股票型,今年來報酬率大於10%
K20,國內,非必需性消費,,,,a.股票型,
K21,國內,,,,,d.平衡型,今年來報酬率大於10%
K22,國內,,,,,a.股票型,
K23,國內,,,,,a.股票型,今年來報酬率大於10%
K25,國內,醫療保健,,,,a.股票型,
K26,國內,工業,,,,a.股票型,
K27,國內,REITS-辦公資產,,,,a.股票型,
K28,國內,,,高風險,,a.股票型,
K31,國內,公用事業,,,,a.股票型,
K32,國內,非必需性消費,,高風險,,a.股票型,
K33,國內,原物料,,高風險,,a.股票型,
K35,國內,金融,,高風險,,a.股票型,
K36,國內,,,,,b.債券型,
K37,國內,,,,,b.債券型,
K38,國內,原物料,,高風險,,a.股票型,
K39,國內,現金/其他,高收益債,,,e.組合型,
K40,國內,現金/其他,高收益債,,,e.組合型,
K41,國內,原物料,,高風險,,a.股票型,今年來報酬率大於10%
K42,國內,食品飲料與煙草,,高風險,,a.股票型,
K43,國內,,高收益債,,,b.債券型,
K44,國內,,高收益債,,,b.債券型,
K46,國內,,高收益債,,,b.債券型,
K47,國內,,高收益債,,,b.債券型,
K48,國內,原物料,,,,a.股票型,
K49,國內,,,,,b.債券型,
KG3,國內,,,,,c.貨幣型,
L01,國外,生化科技,,,,a.股票型,今年來報酬率大於10%
L02,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
